eval,a_median,a_q25,a_q75,b_median,b_q25,b_q75,c_median,c_q25,c_q75,d_median,d_q25,d_q75
12,32.93893550800417,31.382220631082845,34.387436415853315,31.985030944119963,30.629107221366404,33.7521056366149,31.985030944119963,30.629107221366404,33.7521056366149,31.985030944119963,30.629107221366404,33.7521056366149
13,32.65748707924968,30.963122825833924,34.00750278882801,31.742882052160592,30.529318695127447,33.41705714197475,31.742882052160592,30.529318695127447,33.41705714197475,31.742882052160592,30.529318695127447,33.41705714197475
14,32.65748707924968,30.963122825833924,33.77651249171199,31.221677055618827,30.529318695127447,33.41705714197475,31.221677055618827,30.529318695127447,33.41705714197475,31.221677055618827,30.529318695127447,33.41705714197475
15,31.57588084577258,30.87901158573012,33.77651249171199,31.221677055618827,30.529318695127447,33.41705714197475,31.221677055618827,30.529318695127447,33.41705714197475,31.221677055618827,30.529318695127447,33.41705714197475
16,31.522959022823606,30.81982066542392,33.77651249171199,31.221677055618827,30.319382903467964,33.41705714197475,31.221677055618827,30.319382903467964,33.41705714197475,31.221677055618827,30.319382903467964,33.41705714197475
17,31.522959022823606,30.81982066542392,33.77651249171199,31.045931731204185,30.21475146010679,33.36376153422363,31.045931731204185,30.21475146010679,33.36376153422363,31.045931731204185,30.21475146010679,33.36376153422363
18,31.522959022823606,30.012360812092705,33.77651249171199,31.045931731204185,30.21475146010679,33.36376153422363,31.045931731204185,30.21475146010679,33.36376153422363,31.045931731204185,30.21475146010679,33.36376153422363
19,31.522959022823606,29.747074271806806,33.77651249171199,31.045931731204185,30.21475146010679,32.983946185979526,31.045931731204185,30.21475146010679,32.983946185979526,31.045931731204185,30.21475146010679,32.983946185979526
20,31.522959022823606,29.74116266157287,33.77651249171199,30.997259614456645,30.21475146010679,32.655448032820324,30.997259614456645,30.21475146010679,32.655448032820324,30.997259614456645,30.21475146010679,32.655448032820324
21,31.285035924700825,29.74116266157287,33.65319821210596,30.997259614456645,30.040959879521928,32.655448032820324,30.997259614456645,30.040959879521928,32.655448032820324,30.997259614456645,30.040959879521928,32.655448032820324
22,31.285035924700825,29.74116266157287,33.391304643160886,30.997259614456645,30.040959879521928,32.45920859874382,30.997259614456645,30.040959879521928,32.45920859874382,30.997259614456645,30.040959879521928,32.45920859874382
23,31.285035924700825,29.74116266157287,33.391304643160886,30.913943568523102,29.687023292649634,32.19321937341282,30.913943568523102,29.687023292649634,32.19321937341282,30.913943568523102,29.687023292649634,32.19321937341282
