seed,samples,coverage_pct,QL_regret_pct,QL_tuned_regret_pct,CE_regret_pct,QL_action_optimality_pct,CE_action_optimality_pct
0,400000,67.91285637439483,11.672844136555076,2.8259631319334755,1.6953715490732826,65.90236686390533,90.16272189349112
1,400000,67.78734086426394,12.58900127486547,2.6695571426652402,1.2554845128658503,65.55719921104537,90.01479289940828
2,400000,68.24457593688363,11.89958535231011,3.016165757975282,1.7192196847330494,65.3353057199211,90.2613412228797
3,400000,68.2535413304644,13.555898283126162,2.3875882094535785,2.38929617038101,65.87771203155819,89.69428007889546
4,400000,68.28940290478752,12.734521021263312,2.7200764412264586,1.6601517240649726,65.97633136094674,89.49704142011834
