lam_scale,regret_pct,action_optimality_pct,beats_q_learning,beats_tuned_q_learning
0.0,3.58376462622119,95.01972386587771,True,False
0.1,1.787940638864043,96.32642998027613,True,True
0.25,1.0882384308073787,97.21400394477317,True,True
0.5,0.360070784994178,98.27416173570019,True,True
0.75,0.06329940406303478,99.23570019723866,True,True
1.0,8.727343182309348e-10,100.0,True,True
1.25,0.07220877501184882,98.93984220907298,True,True
1.5,0.23459414623358468,98.24950690335305,True,True
2.0,0.4952317070299753,97.11538461538461,True,True
