algorithm,n,seed,nodes_expanded,backtracks,constraint_checks,repair_steps,runtime_seconds,objective,num_assigned,num_unassigned,failure_rate,success,hit_step_budget,budget_s,censored
bt_lcv,50,303,230262,230238,230262,0,5.000029387000268,4715.0594269385565,25,25,0.5,False,False,5.0,True
bt_lcv,50,404,118727,118683,118727,0,5.000041880000026,1686.047980421355,44,6,0.12,False,False,5.0,True
bt_lcv,50,505,174090,174041,174090,0,5.000062288000208,1242.5865277215444,49,1,0.02,False,False,5.0,True
bt_fc_mrv_deg,5,7,5,0,5,0,0.0002871349997803918,55.36020142324037,5,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,5,13,5,0,5,0,0.0004888449998361466,85.54692454391882,5,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,5,42,5,0,5,0,0.0004906560002382321,22.866616670025984,5,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,5,101,2126,2126,2126,0,0.01523788600025,427.36594898586844,3,2,0.4,False,False,5.0,False
bt_fc_mrv_deg,5,202,273318,273318,273318,0,2.3695322399998986,198.13913492161254,4,1,0.2,False,False,5.0,False
bt_fc_mrv_deg,5,303,5,0,5,0,0.0004856290001953312,18.429434548750493,5,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,5,404,5,0,5,0,0.00031071600005816435,26.932451565762477,5,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,5,505,5,0,5,0,0.0006310009998742316,39.645871797468104,5,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,8,7,8,0,8,0,0.0005178189999242022,116.45189213861107,8,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,8,13,8,0,8,0,0.0012787089999619639,138.39851888169702,8,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,8,42,8,0,8,0,0.0015575400002489914,58.44198349914128,8,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,8,101,123850,123850,123850,0,1.0421492930004206,785.418313807762,5,3,0.375,False,False,5.0,False
bt_fc_mrv_deg,8,202,416066,416059,416066,0,5.000019789999897,232.26456502725705,7,1,0.125,False,False,5.0,True
bt_fc_mrv_deg,8,303,8,0,8,0,0.0011956919997828663,70.45552957241493,8,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,8,404,8,0,8,0,0.0009352299998681701,46.562879525294804,8,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,8,505,8,0,8,0,0.0012693449998550932,102.18175636089035,8,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,10,7,10,0,10,0,0.000734660000034637,128.84507918866876,10,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,10,13,10,0,10,0,0.0014802509999753966,171.822283434003,10,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,10,42,314336,314328,314336,0,5.000035927999761,212.8144395226441,9,1,0.1,False,False,5.0,True
bt_fc_mrv_deg,10,101,395973,395966,395973,0,5.000016234999748,794.4636771399623,7,3,0.3,False,False,5.0,True
bt_fc_mrv_deg,10,202,384985,384978,384985,0,5.000013881000086,386.14076736363495,8,2,0.2,False,False,5.0,True
bt_fc_mrv_deg,10,303,10,0,10,0,0.001269441999738774,87.93316144899804,10,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,10,404,371587,371579,371587,0,5.000014857000224,201.16177854727405,9,1,0.1,False,False,5.0,True
bt_fc_mrv_deg,10,505,10,0,10,0,0.0017121410000981996,108.62447379130197,10,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,12,7,12,0,12,0,0.0009916899998643203,184.54921321998953,12,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,12,13,12,0,12,0,0.001902107000205433,190.04941611173467,12,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,12,42,315212,315201,315212,0,5.0000203439999495,219.49933954754863,11,1,0.08333333333333333,False,False,5.0,True
bt_fc_mrv_deg,12,101,362559,362550,362559,0,5.000022426000214,798.2589488812046,9,3,0.25,False,False,5.0,True
bt_fc_mrv_deg,12,202,335211,335201,335211,0,5.000025740000183,437.2507920669926,10,2,0.16666666666666666,False,False,5.0,True
bt_fc_mrv_deg,12,303,12,0,12,0,0.0016087520002656674,114.62746611160586,12,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,12,404,325894,325883,325894,0,5.00002550399995,252.61116708203153,11,1,0.08333333333333333,False,False,5.0,True
bt_fc_mrv_deg,12,505,12,0,12,0,0.00196727299999111,117.5546830222729,12,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,15,7,15,0,15,0,0.0013398829996731365,225.97599204547285,15,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,15,13,15,0,15,0,0.0027052349996665725,242.48014144560403,15,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,15,42,255142,255128,255142,0,5.0000477099997624,275.10794967082893,14,1,0.06666666666666667,False,False,5.0,True
bt_fc_mrv_deg,15,101,293018,293006,293018,0,5.000030318999961,833.1571680172492,12,3,0.2,False,False,5.0,True
bt_fc_mrv_deg,15,202,293246,293233,293246,0,5.000035904000015,493.16942193309893,13,2,0.13333333333333333,False,False,5.0,True
bt_fc_mrv_deg,15,303,15,0,15,0,0.002332947000013519,128.56618505599755,15,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,15,404,276148,276134,276148,0,5.000043202000143,265.3366060622976,14,1,0.06666666666666667,False,False,5.0,True
bt_fc_mrv_deg,15,505,15,0,15,0,0.00275448200000028,132.41883337337646,15,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,20,7,20,0,20,0,0.002277091999985714,599.5743224239709,20,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,20,13,225615,225597,225615,0,5.0000529600001755,758.1384515204065,18,2,0.1,False,False,5.0,True
bt_fc_mrv_deg,20,42,200442,200424,200442,0,5.000049734000186,539.753902972061,18,2,0.1,False,False,5.0,True
bt_fc_mrv_deg,20,101,213228,213211,213228,0,5.000049912000122,946.376007812945,17,3,0.15,False,False,5.0,True
bt_fc_mrv_deg,20,202,220797,220779,220797,0,5.00004055799991,598.1276111717468,18,2,0.1,False,False,5.0,True
bt_fc_mrv_deg,20,303,20,0,20,0,0.004606702999808476,210.20013154857713,20,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,20,404,202457,202439,202457,0,5.000060405000113,441.53349153014483,18,2,0.1,False,False,5.0,True
bt_fc_mrv_deg,20,505,204064,204045,204064,0,5.000107907000256,323.06169787884323,19,1,0.05,False,False,5.0,True
bt_fc_mrv_deg,25,7,205684,205662,205684,0,5.000049273000059,1525.4987479318136,22,3,0.12,False,False,5.0,True
bt_fc_mrv_deg,25,13,188451,188428,188451,0,5.00007926499984,840.8844898647347,23,2,0.08,False,False,5.0,True
bt_fc_mrv_deg,25,42,184099,184078,184099,0,5.000057438000113,722.2284993170596,22,3,0.12,False,False,5.0,True
bt_fc_mrv_deg,25,101,195085,195063,195085,0,5.0000531789996785,1023.5316409884911,22,3,0.12,False,False,5.0,True
bt_fc_mrv_deg,25,202,189165,189142,189165,0,5.000051270000313,717.1631124292518,23,2,0.08,False,False,5.0,True
bt_fc_mrv_deg,25,303,25,0,25,0,0.0047639389999858395,305.3148159179275,25,0,0.0,True,False,5.0,False
bt_fc_mrv_deg,25,404,184865,184843,184865,0,5.000094055999853,614.872276019905,22,3,0.12,False,False,5.0,True
bt_fc_mrv_deg,25,505,181283,181259,181283,0,5.0000701310000295,356.86591465688656,24,1,0.04,False,False,5.0,True
bt_fc_mrv_deg,30,7,163369,163342,163369,0,5.0000727080000615,1727.1901037577238,27,3,0.1,False,False,5.0,True
bt_fc_mrv_deg,30,13,150312,150284,150312,0,5.000139834000038,1020.8063999529347,28,2,0.06666666666666667,False,False,5.0,True
bt_fc_mrv_deg,30,42,147651,147624,147651,0,5.000237130000187,818.0910568102896,27,3,0.1,False,False,5.0,True
bt_fc_mrv_deg,30,101,158452,158425,158452,0,5.000105763999727,1069.7023744383114,27,3,0.1,False,False,5.0,True
bt_fc_mrv_deg,30,202,162585,162559,162585,0,5.000085162000232,1178.0451570652467,26,4,0.13333333333333333,False,False,5.0,True
bt_fc_mrv_deg,30,303,154867,154839,154867,0,5.000080149000041,715.9206051753046,29,1,0.03333333333333333,False,False,5.0,True
bt_fc_mrv_deg,30,404,148780,148753,148780,0,5.0001583869998285,668.8797989373484,27,3,0.1,False,False,5.0,True
bt_fc_mrv_deg,30,505,116634,116605,116634,0,5.00010718700014,472.95622884901746,29,1,0.03333333333333333,False,False,5.0,True
bt_fc_mrv_deg,40,7,132900,132863,132900,0,5.000281006000023,1864.8196816453801,37,3,0.075,False,False,5.0,True
bt_fc_mrv_deg,40,13,98603,98567,98603,0,5.000184779999927,1594.4250741037479,36,4,0.1,False,False,5.0,True
bt_fc_mrv_deg,40,42,114101,114065,114101,0,5.000238599000113,1249.9554279670713,36,4,0.1,False,False,5.0,True
bt_fc_mrv_deg,40,101,128888,128853,128888,0,5.000135630999921,1624.529649165609,35,5,0.125,False,False,5.0,True
bt_fc_mrv_deg,40,202,126327,126292,126327,0,5.000156005999997,1651.2269366829237,35,5,0.125,False,False,5.0,True
bt_fc_mrv_deg,40,303,116310,116272,116310,0,5.0001704360001895,1121.8138435063393,38,2,0.05,False,False,5.0,True
bt_fc_mrv_deg,40,404,97620,97583,97620,0,5.000174679000338,774.2179144796406,37,3,0.075,False,False,5.0,True
bt_fc_mrv_deg,40,505,103320,103281,103320,0,5.000165835000189,786.1188326758719,39,1,0.025,False,False,5.0,True
bt_fc_mrv_deg,50,7,87115,87072,87115,0,5.000197221000235,2744.4317422851846,44,6,0.12,False,False,5.0,True
bt_fc_mrv_deg,50,13,73994,73955,73994,0,5.000215046999983,3335.830092785638,39,11,0.22,False,False,5.0,True
bt_fc_mrv_deg,50,42,78477,78431,78477,0,5.000242743999934,1412.7611225159844,46,4,0.08,False,False,5.0,True
bt_fc_mrv_deg,50,101,87492,87451,87492,0,5.0001801630000955,2694.0267430979,41,9,0.18,False,False,5.0,True
bt_fc_mrv_deg,50,202,85440,85400,85440,0,5.000192228000287,2904.542867746911,40,10,0.2,False,False,5.0,True
bt_fc_mrv_deg,50,303,99682,99637,99682,0,5.000154772999849,1665.4874898724174,47,3,0.06,False,False,5.0,True
bt_fc_mrv_deg,50,404,79894,79851,79894,0,5.000188287999663,1414.3584568892531,44,6,0.12,False,False,5.0,True
bt_fc_mrv_deg,50,505,71462,71413,71462,0,5.000244546999966,1068.7549296516088,49,1,0.02,False,False,5.0,True
min_conflicts,5,7,0,0,1,1,4.321899996284628e-05,310.08728160849677,5,0,0.0,True,False,5.0,False
min_conflicts,5,13,0,0,1,1,2.708100009840564e-05,102.32401002762353,5,0,0.0,True,False,5.0,False
min_conflicts,5,42,0,0,1,1,2.1661000118911033e-05,98.1336063000969,5,0,0.0,True,False,5.0,False
min_conflicts,5,101,0,0,1,1,1.6558999959670473e-05,454.0662814024942,3,2,0.4,False,False,5.0,False
min_conflicts,5,202,0,0,1,1,1.834799968492007e-05,300.00381506505255,4,1,0.2,False,False,5.0,False
min_conflicts,5,303,0,0,1,1,2.0492000203375937e-05,30.461888152363642,5,0,0.0,True,False,5.0,False
min_conflicts,5,404,1,0,2,2,7.292600002983818e-05,38.83961612508668,5,0,0.0,True,False,5.0,False
min_conflicts,5,505,1,0,2,2,8.818600008453359e-05,303.65048757920454,5,0,0.0,True,False,5.0,False
min_conflicts,8,7,0,0,1,1,3.057099957004539e-05,402.91254294077976,8,0,0.0,True,False,5.0,False
min_conflicts,8,13,0,0,1,1,2.9320000066945795e-05,221.0843773970284,8,0,0.0,True,False,5.0,False
min_conflicts,8,42,0,0,1,1,2.9395999717962695e-05,230.39131432176362,8,0,0.0,True,False,5.0,False
min_conflicts,8,101,1,0,2,2,5.9036000038759084e-05,824.7252929080639,5,3,0.375,False,False,5.0,False
min_conflicts,8,202,0,0,1,1,2.562000008765608e-05,390.1663348689532,7,1,0.125,False,False,5.0,False
min_conflicts,8,303,0,0,1,1,3.0007000077603152e-05,141.4868320203696,8,0,0.0,True,False,5.0,False
min_conflicts,8,404,1,0,2,2,7.692100007261615e-05,120.44571750550315,8,0,0.0,True,False,5.0,False
min_conflicts,8,505,1,0,2,2,0.00010443700011819601,423.12584021814104,8,0,0.0,True,False,5.0,False
min_conflicts,10,7,4,0,5,5,0.0001635280000300554,555.7078731112845,9,1,0.1,False,False,5.0,False
min_conflicts,10,13,1,0,2,2,0.00010286299993822468,282.1910721254891,10,0,0.0,True,False,5.0,False
min_conflicts,10,42,0,0,1,1,3.9276000279642176e-05,388.6061198248995,9,1,0.1,False,False,5.0,False
min_conflicts,10,101,2,0,3,3,0.00011977399981333292,816.2244616100672,7,3,0.3,False,False,5.0,False
min_conflicts,10,202,0,0,1,1,2.911199999289238e-05,544.0425372053311,8,2,0.2,False,False,5.0,False
min_conflicts,10,303,0,0,1,1,3.4005000088654924e-05,161.14212133797454,10,0,0.0,True,False,5.0,False
min_conflicts,10,404,1,0,2,2,9.030699993672897e-05,233.47315263664245,9,1,0.1,False,False,5.0,False
min_conflicts,10,505,1,0,2,2,0.00011520600037329132,431.56855764855266,10,0,0.0,True,False,5.0,False
min_conflicts,12,7,4,0,5,5,0.00024798999993436155,623.3317721204508,12,0,0.0,True,False,5.0,False
min_conflicts,12,13,1,0,2,2,0.00018253400003231945,349.5443993647733,12,0,0.0,True,False,5.0,False
min_conflicts,12,42,0,0,1,1,3.947499999412685e-05,397.791019849804,11,1,0.08333333333333333,False,False,5.0,False
min_conflicts,12,101,2,0,3,3,0.00014164000003802357,1057.829306280681,9,3,0.25,False,False,5.0,False
min_conflicts,12,202,0,0,1,1,3.4511999729147647e-05,604.032228559357,10,2,0.16666666666666666,False,False,5.0,False
min_conflicts,12,303,0,0,1,1,4.457300019566901e-05,198.33642600058238,12,0,0.0,True,False,5.0,False
min_conflicts,12,404,1,0,2,2,0.00010864099976970465,287.97030304201786,11,1,0.08333333333333333,False,False,5.0,False
min_conflicts,12,505,1,0,2,2,0.0001359279999633145,441.4013006289941,12,0,0.0,True,False,5.0,False
min_conflicts,15,7,1,0,2,2,0.00013279799986776197,682.3012362152094,15,0,0.0,True,False,5.0,False
min_conflicts,15,13,2,0,3,3,0.00022564899973076535,417.51079271235864,15,0,0.0,True,False,5.0,False
min_conflicts,15,42,0,0,1,1,8.208700000977842e-05,467.04926401129075,14,1,0.06666666666666667,False,False,5.0,False
min_conflicts,15,101,3,0,4,4,0.00029467500007740455,1125.0751032049236,12,3,0.2,False,False,5.0,False
min_conflicts,15,202,1,0,2,2,0.00011733199971786235,640.0471771155125,13,2,0.13333333333333333,False,False,5.0,False
min_conflicts,15,303,1,0,2,2,0.00011121999978058739,216.05601821120018,15,0,0.0,True,False,5.0,False
min_conflicts,15,404,2,0,3,3,0.0002467360000082408,304.9142095683242,14,1,0.06666666666666667,False,False,5.0,False
min_conflicts,15,505,1,0,2,2,0.00017878900007417542,499.7654509800976,15,0,0.0,True,False,5.0,False
min_conflicts,20,7,12,0,13,13,0.0012605990000338352,820.839269891033,19,1,0.05,False,False,5.0,False
min_conflicts,20,13,3,0,4,4,0.0004183920000286889,981.9367348061517,18,2,0.1,False,False,5.0,False
min_conflicts,20,42,2,0,3,3,0.0003862779999508348,947.3318618904465,18,2,0.1,False,False,5.0,False
min_conflicts,20,101,4,0,5,5,0.000427974000103859,1257.029384850048,17,3,0.15,False,False,5.0,False
min_conflicts,20,202,6,0,7,7,0.0006926410001142358,786.6272863400745,18,2,0.1,False,False,5.0,False
min_conflicts,20,303,1,0,2,2,0.00015631399992344086,335.13695358796286,20,0,0.0,True,False,5.0,False
min_conflicts,20,404,4,0,5,5,0.0005415760001596936,536.2727094963348,18,2,0.1,False,False,5.0,False
min_conflicts,20,505,3,0,4,4,0.0004918350000480132,526.133496133648,19,1,0.05,False,False,5.0,False
min_conflicts,25,7,13,0,14,14,0.0017738940000526782,1622.0999410945788,23,2,0.08,False,False,5.0,False
min_conflicts,25,13,7,0,8,8,0.0011369869998816284,1322.8899478065339,23,2,0.08,False,False,5.0,False
min_conflicts,25,42,2,0,3,3,0.0006027949998497206,1155.8028467062197,22,3,0.12,False,False,5.0,False
min_conflicts,25,101,6,0,7,7,0.0009672559999671648,1379.3706781419658,22,3,0.12,False,False,5.0,False
min_conflicts,25,202,7,0,8,8,0.0012885179999102547,835.3312451676854,23,2,0.08,False,False,5.0,False
min_conflicts,25,303,7,0,8,8,0.0008685909997439012,437.2648693766017,25,0,0.0,True,False,5.0,False
min_conflicts,25,404,6,0,7,7,0.0015474960000574356,766.0225333619893,22,3,0.12,False,False,5.0,False
min_conflicts,25,505,5,0,6,6,0.0011646080001810333,783.2152514902264,24,1,0.04,False,False,5.0,False
min_conflicts,30,7,33,0,34,34,0.006786812999962422,1559.07603898727,28,2,0.06666666666666667,False,False,5.0,False
min_conflicts,30,13,7,0,8,8,0.0019310059997224016,1289.1127792557995,28,2,0.06666666666666667,False,False,5.0,False
min_conflicts,30,42,6,0,7,7,0.00185073900001953,1223.2701920376078,27,3,0.1,False,False,5.0,False
min_conflicts,30,101,11,0,12,12,0.0019318640001984022,1421.977332749739,27,3,0.1,False,False,5.0,False
min_conflicts,30,202,13,0,14,14,0.0023900450000837736,1280.4494611774164,26,4,0.13333333333333333,False,False,5.0,False
min_conflicts,30,303,5,0,6,6,0.0011211870000806812,877.3305398594105,29,1,0.03333333333333333,False,False,5.0,False
min_conflicts,30,404,7,0,8,8,0.0016696050001883123,894.8363433174451,27,3,0.1,False,False,5.0,False
min_conflicts,30,505,5,0,6,6,0.0012292589999560732,756.8132781866288,29,1,0.03333333333333333,False,False,5.0,False
min_conflicts,40,7,42,0,43,43,0.011240553999869007,2132.7907803168478,37,3,0.075,False,False,5.0,False
min_conflicts,40,13,25,0,26,26,0.008257260999926075,1699.800387601339,36,4,0.1,False,False,5.0,False
min_conflicts,40,42,9,0,10,10,0.003117683999789733,1446.69450474111,36,4,0.1,False,False,5.0,False
min_conflicts,40,101,26,0,27,27,0.0069441279997590755,1699.1422039805877,35,5,0.125,False,False,5.0,False
min_conflicts,40,202,27,0,28,28,0.006801765000091109,2001.7298563393178,34,6,0.15,False,False,5.0,False
min_conflicts,40,303,21,0,22,22,0.005715942999813706,1264.7030065146305,38,2,0.05,False,False,5.0,False
min_conflicts,40,404,11,0,12,12,0.004260138999597984,1240.85182761855,37,3,0.075,False,False,5.0,False
min_conflicts,40,505,10,0,11,11,0.004730565000045317,1429.4313451914036,39,1,0.025,False,False,5.0,False
min_conflicts,50,7,71,0,72,72,0.028160513999864634,2883.463583085404,44,6,0.12,False,False,5.0,False
min_conflicts,50,13,3000,0,3000,3000,1.1942343270002311,2775.3595017095768,41,9,0.18,False,True,5.0,False
min_conflicts,50,42,15,0,16,16,0.006986472000335198,1487.1302664337286,46,4,0.08,False,False,5.0,False
min_conflicts,50,101,2867,0,2868,2868,0.9869316200001776,2313.7741876395044,44,6,0.12,False,False,5.0,False
min_conflicts,50,202,3000,0,3000,3000,1.1182045420000577,2531.430816600444,43,7,0.14,False,True,5.0,False
min_conflicts,50,303,150,0,151,151,0.05039639300002818,2056.693627358724,45,5,0.1,False,False,5.0,False
min_conflicts,50,404,14,0,15,15,0.006037164000190387,1710.0595764610134,44,6,0.12,False,False,5.0,False
min_conflicts,50,505,13,0,14,14,0.00560736600027667,1374.361371549736,49,1,0.02,False,False,5.0,False
